id,retweet_count,favorite_count
667773195014021121,58,239
667766675769573376,222,447
667728196545200128,152,380
667724302356258817,326,491
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2329,5864
667546741521195010,127,337
667544320556335104,533,878
667538891197542400,67,208
667534815156183040,551,829
667530908589760512,245,475
667524857454854144,1131,1721
667517642048163840,196,371
667509364010450944,2167,6858
667502640335572993,223,538
667495797102141441,276,527
667491009379606528,232,537
667470559035432960,100,259
667455448082227200,60,194
667453023279554560,91,317
667443425659232256,591,790
667437278097252352,242,453
667435689202614272,84,307
667405339315146752,221,472
667393430834667520,58,198
667369227918143488,167,369
667211855547486208,245,498
667200525029539841,264,621
667192066997374976,109,390
667188689915760640,422,748
667182792070062081,6295,14430
667177989038297088,55,192
667176164155375616,467,613
667174963120574464,84,246
667171260800061440,91,222
667165590075940865,1156,2710
667160273090932737,62,259
667152164079423490,17346,48141
667138269671505920,2240,4642
667119796878725120,128,331
667090893657276420,129,336
667073648344346624,124,406
667070482143944705,14,84
667065535570550784,48,168
667062181243039745,55,220
667044094246576128,51,185
667012601033924608,225,451
666996132027977728,95,247
666983947667116034,991,2565
666837028449972224,559,824
666835007768551424,80,217
666826780179869698,97,255
666817836334096384,253,521
666804364988780544,94,242
666786068205871104,488,764
666781792255496192,198,388
666776908487630848,175,350
666739327293083650,66,238
666701168228331520,219,432
666691418707132416,47,189
666649482315059201,627,1121
666644823164719104,83,233
666454714377183233,208,518
666447344410484738,20,105
666437273139982337,48,125
666435652385423360,53,165
666430724426358785,196,316
666428276349472768,83,165
666421158376562688,111,316
666418789513326592,45,124
666411507551481857,323,441
666407126856765440,40,107
666396247373291520,84,166
666373753744588802,92,186
666362758909284353,564,770
666353288456101888,71,217
666345417576210432,133,288
666337882303524864,90,196
666293911632134144,352,494
666287406224695296,64,146
666273097616637952,76,174
666268910803644416,35,102
666104133288665088,6472,14145
666102155909144576,12,80
666099513787052032,67,153
666094000022159362,72,163
666082916733198337,44,116
666073100786774016,162,318
666071193221509120,59,145
666063827256086533,215,470
666058600524156928,57,110
666057090499244032,140,292
666055525042405380,242,430
666051853826850816,841,1208
666050758794694657,59,132
666049248165822465,41,108
666044226329800704,139,296
666033412701032449,43,124
666029285002620928,47,128
666020888022790149,507,2540
